que	dass
mesa	tisch
revisão	rezension
revisão	überprüfung
inimigo	feind
citação	zitat
conceição	conceição
simon	simon
cristãos	christen
aves	vögel
fábrica	fabrik
visita	besuch
stone	stone
assistente	assistent
existir	existieren
sur	sur
flamengo	flämischen
silveira	silveira
boy	boy
villa	villa
green	green
chinês	chinesisch
proprietário	eigentümer
trabalha	arbeitet
cunha	cunha
razões	gründe
aviso	warnung
doenças	krankheiten
ribeira	ribeira
ray	ray
participações	beteiligungen
bloqueado	gesperrt
remix	remix
visual	visuelle
conferência	konferenz
oferece	bietet
autoridades	behörden
seguido	gefolgt
útil	nützlich
coluna	spalte
teixeira	teixeira
aliados	verbündete
exatamente	genau
vii	vii
dificuldades	schwierigkeiten
comunista	kommunistischen
reação	reaktion
fatos	tatsachen
regular	regulär
regular	regelmäßige
tempestade	sturm
pedidos	anträge
interna	interne
estrangeiros	ausländer
oportunidade	gelegenheit
folha	blatt
bernardo	bernhard
situa	stationiert
teresa	teresa
terminal	terminal
medo	angst
latino	latino
alice	alice
classificado	eingestuft
hollywood	hollywood
uruguai	uruguay
anime	anime
veículo	fahrzeug
desejo	wunsch
onda	welle
inaugurado	eingeweiht
derrotado	besiegt
professores	lehrer
seguiu	folgte
who	who
documentário	dokumentarfilm
garcia	garcia
animação	animation
guia	leitfaden
caça	jagd
arcebispo	erzbischof
violência	gewalt
dan	dan
órgãos	organe
venezuela	venezuela
curto	kurz
corinthians	korinther
estudar	studieren
moradores	bewohner
loja	laden
formando	bilden
diferenças	unterschiede
eurovisão	eurovision
nele	ihm
ave	vogel
responsabilidade	verantwortung
responsabilidade	haftung
avião	flugzeug
sinais	zeichen
conhece	kennst
licença	lizenz
mix	mix
cardoso	cardoso
beleza	schönheit
pictures	pictures
pés	füße
interesses	interessen
air	air
pacífico	pazifik
relacionamento	beziehung
part	part
alan	alan
festas	partys
rtp	rtp
barbosa	barbosa
media	media
lojas	geschäfte
albert	albert
tio	onkel
atualizado	aktualisiert
belém	bethlehem
foto	foto
tocar	berühren
coelho	kaninchen
proteger	schützen
errado	falsch
cardeal	kardinal
braço	arm
bloco	block
beira	beira
junta	junta
religioso	religiösen
way	way
notáveis	bemerkenswerte
viena	wien
first	first
ópera	oper
marie	marie
bragança	bragança
amazonas	amazonas
situações	situationen
voleibol	volleyball
legislação	gesetzgebung
exceção	ausnahme
direto	direkt
darwin	darwin
end	end
round	round
mateus	matthäus
bela	schöne
consumo	verbrauch
listas	listen
tim	tim
motores	motoren
portas	türen
canais	kanäle
campinas	campinas
tiago	tiago
camisa	hemd
iniciativa	initiative
normas	normen
north	north
últimas	neueste
patrimônio	heritage
redução	verringerung
helena	helena
cônjuge	ehepartner
cônjuge	ehegatten
cavalo	pferd
tiro	schuss
guimarães	guimarães
chamou	benannte
chamou	nannte
pior	schlimmer
largo	largo
registros	aufzeichnungen
goleiro	torwart
prima	drücken
trinta	dreißig
baía	bucht
last	last
hans	hans
rita	rita
jim	jim
death	death
maranhão	maranhão
marquês	marquis
publicações	veröffentlichungen
ranking	ranking
índios	indianer
catálogo	katalog
civis	zivilisten
proponente	bieter
playstation	playstation
barros	barros
tribo	stamm
alimentos	lebensmittel
escravos	sklaven
castela	kastilien
candidatos	kandidaten
milhão	million
concerto	konzert
vento	wind
skin	skin
resolver	lösen
viria	käme
turquia	türkei
ferramenta	werkzeug
momentos	momente
menino	junge
promovido	gefördert
lewis	lewis
traz	bringt
fatores	faktoren
permanente	ständigen
instalação	installation
karl	karl
socialista	sozialistischen
carl	carl
retirada	rücknahme
interessante	interessant
mor	mor
davis	davis
lagoa	lagune
galáxias	galaxien
secção	abschnitt
catalogue	catalogue
moths	moths
representou	vertreten
representou	vertrat
enciclopédico	enzyklopädische
marques	marques
brasão	wappen
rugby	rugby
ajudou	half
jan	jan
amarelo	gelb
metro	metro
guiné	guinea
mister	mister
aux	aux
descendentes	nachkommen
salvar	speichern
árbitro	schiedsrichter
duarte	duarte
nuno	nuno
adam	adam
opções	optionen
gustavo	gustavo
funcionários	beamten
pib	bip
trouxe	brachte
documento	dokument
comitê	komitee
bacia	becken
produziu	produzierte
paraguai	paraguay
ausência	abwesenheit
destruição	zerstörung
destruição	vernichtung
douglas	douglas
ativo	aktiv
country	country
abreu	abreu
descrito	beschrieben
cria	schafft
salto	sprung
tela	bildschirm
raça	rasse
bilhões	milliarden
habilidades	fähigkeiten
contar	erzählen
cambridge	cambridge
carne	fleisch
lord	lord
medieval	mittelalterlichen
perdido	verloren
servir	dienen
lutar	kämpfen
indígenas	indigenen
palmeiras	palmen
potência	leistung
imigrantes	einwanderer
espada	schwert
funciona	funktioniert
opera	opera
vertical	vertikale
árvores	bäume
sonho	traum
tido	gehabt
assinatura	unterschrift
assinatura	unterzeichnung
organizado	organisiert
partidos	parteien
alternativa	alternative
xavier	xavier
habitats	lebensräume
treinamento	training
wwe	wwe
mitologia	mythologie
renato	renato
kevin	kevin
elite	elite
jong	jong
emprego	beschäftigung
mostrou	zeigte
vendido	verkauft
divisões	abteilungen
recepção	empfang
open	open
aviões	flugzeuge
zelândia	seeland
largura	breite
bruce	bruce
componentes	komponenten
cemitério	friedhof
gonçalo	gonçalo
centenas	hunderte
monteiro	monteiro
petróleo	erdöl
permitir	zulassen
paixão	leidenschaft
humanidade	menschheit
lady	lady
aeronaves	luftfahrzeuge
assumir	übernehmen
orçamento	haushalt
específico	spezifischen
concentração	konzentration
campus	campus
pinheiro	pinheiro
caiu	fiel
mente	verstand
botafogo	botafogo
artilharia	artillerie
boston	boston
permitiu	erlaubte
permitiu	ermöglichte
abrir	öffnen
intervenção	intervention
heart	heart
missouri	missouri
incluir	einschließen
famosos	berühmte
mecânica	mechanik
mecânica	mechanische
arquiteto	architekt
kelly	kelly
esforço	aufwand
esforço	anstrengungen
indivíduo	individuum
passos	schritte
produtores	erzeuger
influências	einflüsse
vizinhos	nachbarn
atenas	athen
integração	integration
vargas	vargas
transportes	verkehr
cresceu	aufgewachsen
confederação	konföderation
gil	gil
down	down
colonial	kolonialen
telefone	telefon
paredes	wände
conservação	erhaltung
ameaça	bedrohung
bíblia	bibel
pergunta	frage
tese	these
declaração	erklärung
primo	cousin
holanda	niederlande
lenda	legende
ideal	ideal
chamadas	anrufe
aventura	abenteuer
pedras	steine
araújo	araújo
plant	plant
desenhos	zeichnungen
sucessão	nachfolge
download	download
download	herunterladen
aparência	aussehen
apresentações	präsentationen
garden	garden
observação	anmerkung
observação	beobachtung
observação	bemerkung
excelente	ausgezeichnet
descobrir	entdecken
chão	boden
deuses	götter
lagos	lagos
grão	korn
valign	valign
inúmeras	unzählige
johnny	johnny
nick	nick
definido	definiert
confiança	vertrauen
habilidade	geschicklichkeit
árabes	araber
bot	bot
tratar	behandeln
ginástica	gymnastik
sugestões	anregungen
his	seins
blog	blog
açúcar	zucker
angra	angra
laboratório	labor
enviou	schickte
drogas	drogen
fases	phasen
jerusalém	jerusalem
moda	mode
doutrina	doktrin
samuel	samuel
eixo	achse
inteligência	intelligenz
carregado	geladen
ford	ford
claramente	eindeutig
good	good
olho	auge
jacques	jacques
blues	blues
dificuldade	schwierigkeit
costas	rücken
opiniões	meinungen
instalações	anlagen
objetivos	ziele
ligado	verbunden
alfredo	alfredo
parcial	teilweise
aplicações	anwendungen
descreve	beschreibt
descobriu	entdeckte
stephen	stephen
marcas	marken
cuba	kuba
tarefa	aufgabe
círculo	kreis
alcance	reichweite
consciência	bewusstsein
preço	preis
viii	viii
caminhos	pfade
dedicado	gewidmet
universidades	universitäten
tavares	tavares
andrew	andrew
empate	unentschieden
font	font
facebook	facebook
areia	sand
períodos	zeiträume
jason	jason
inaugurada	eingeweiht
teclado	tastatur
cavalaria	kavallerie
aceita	akzeptiert
extinção	aussterben
patrick	patrick
dead	dead
vídeos	videos
convenção	übereinkommen
regimento	geschäftsordnung
editorial	redaktionelle
xiii	xiii
culto	kult
democracia	demokratie
billy	billy
moral	moral
microrregião	mikroregion
flórida	florida
get	get
calor	wärme
provável	wahrscheinliche
atletismo	leichtathletik
irmãs	schwestern
constantinopla	konstantinopel
pede	bittet
nunes	nunes
polónia	polen
discutir	diskutieren
liberal	liberal
lourenço	lourenço
mérito	verdienst
interno	internen
práticas	praktiken
depressão	depression
caetano	caetano
moreira	moreira
compra	kauf
leve	leicht
conceitos	konzepte
dark	dark
nintendo	nintendo
artilheiro	torschützen
raimundo	raimund
representar	repräsentieren
rota	route
elizabeth	elizabeth
certos	bestimmte
microsoft	microsoft
sun	sun
cristianismo	christentum
desambiguação	begriffsklärung
uefa	uefa
ruy	ruy
their	their
revelou	offenbarte
revelou	ergab
foco	brennpunkt
molecular	molekulare
dimensões	abmessungen
warner	warner
year	year
estudante	student
amizade	freundschaft
amiga	freundin
giovanni	giovanni
vantagem	vorteil
peixes	fische
cláudio	claudius
goethe	goethe
médicos	ärzte
sanderson	sanderson
plants	plants
transição	übergang
muda	ändert
terror	terror
cri	cri
durou	dauerte
baterista	schlagzeuger
jimmy	jimmy
bad	bad
net	net
clark	clark
conquistar	erobern
experiências	erfahrungen
moeda	währung
visconde	viscount
rose	rose
paranaense	paranaense
atitude	haltung
feliz	glücklich
síria	syrien
primavera	frühling
popularidade	beliebtheit
popularidade	popularität
dave	dave
xii	xii
porte	porte
ribeirão	ribeirão
azevedo	azevedo
dúvidas	zweifel
spam	spam
calendário	zeitplan
decisões	entscheidungen
aulas	unterricht
charlie	charlie
marvel	marvel
definir	definieren
garantir	garantieren
equador	ecuador
resultou	führte
chance	chance
subsp	subsp
terrestre	terrestrischen
contemporânea	zeitgenössische
page	page
miller	miller
libertadores	befreier
teorias	theorien
sessão	sitzung
toronto	toronto
assis	assisi
manoel	manoel
columbia	columbia
heróis	helden
onze	elf
estratégia	strategie
aceitar	akzeptieren
britânicos	briten
campanhas	kampagnen
kong	kong
idéia	idee
eletrônica	elektronik
light	light
morrer	sterben
grêmio	grêmio
viagens	reisen
computação	computing
integrante	integraler
magalhães	magellan
subtropicais	subtropischen
virtual	virtuelle
máquinas	maschinen
agentes	bediensteten
pilotos	piloten
geórgia	georgien
verificar	überprüfen
quente	heiß
danos	schaden
sony	sony
michel	michel
junior	junior
ibge	ibge
matt	matt
freitas	freitas
superman	superman
procurar	suchen
torcida	verdreht
professora	lehrerin
comparação	vergleich
correto	korrekt
correto	richtig
cujos	deren
tupi	tupi
bordo	bord
colegas	kollegen
maurício	moritz
escudo	schild
revelado	aufgedeckt
bbc	bbc
teologia	theologie
trazer	mitbringen
howard	howard
explicar	erklären
cumprir	erfüllen
lutas	kämpfe
certas	bestimmte
macau	macau
endémica	endemisch
iluminação	beleuchtung
sobrinho	neffe
câncer	krebs
foz	foz
abc	abc
declinação	deklination
teriam	hättet
teriam	hätten
relacionado	verwandt
sueco	schwedisch
ryan	ryan
jaime	jaime
correspondente	entsprechenden
more	more
separação	trennung
cristina	cristina
sofia	sofia
moura	moura
indiana	indiana
ips	ips
adultos	erwachsene
jane	jane
glória	ruhm
estilos	stile
cerimônia	zeremonie
gigante	riese
vírus	viren
ganha	gewinnt
chuva	regen
raízes	wurzeln
allen	allen
ditadura	diktatur
fábio	fábio
restante	rest
soul	soul
estradas	straßen
transformação	verarbeitung
infelizmente	leider
atmosfera	atmosphäre
play	play
africano	afrikanische
médica	ärztin
tendência	trend
tendência	tendenz
óleo	öl
matemático	mathematiker
nomeação	ernennung
fred	fred
especialista	experte
mac	mac
fachada	fassade
talk	talk
other	other
filósofo	philosoph
wikimedia	wikimedia
aeronave	luftfahrzeug
confronto	konfrontation
jeff	jeff
sal	salz
xiv	xiv
fonseca	fonseca
piauí	piauí
idh	hdi
psicologia	psychologie
graus	grad
moçambique	mosambik
polo	polo
autonomia	autonomie
bulgária	bulgarien
laura	laura
operacional	operationellen
tóquio	tokio
definitivamente	definitiv
cerco	belagerung
ondas	wellen
percussão	percussion
francis	francis
permanece	bleibt
iraque	irak
legenda	untertitel
fenômeno	phänomen
estatística	statistische
estatística	statistik
finlândia	finnland
desconhecido	unbekannt
supremo	obersten
humor	humor
interface	schnittstelle
produções	produktionen
extinto	ausgestorben
sabia	wusste
poema	gedicht
determinar	bestimmen
great	great
necessidades	bedürfnisse
substituir	ersetzen
filhas	töchter
espera	warte
sons	klänge
destruir	zerstören
tentativas	versuche
tarefas	aufgaben
ensaio	prüfung
receita	rezept
objectos	objekte
parar	anhalten
quinze	fünfzehn
lixo	müll
cônsul	konsul
tabelas	tabellen
gregos	griechen
pires	pires
escolher	wählen
datas	termine
youtube	youtube
videoclipe	musikvideo
dna	dna
causou	verursachte
value	value
exerceu	ausgeübt
australian	australian
casar	heiraten
contava	zählte
dor	schmerz
dor	schmerzen
colega	kollegin
duplo	doppelten
hino	hymne
diogo	diogo
convite	einladung
frio	kalt
adicional	zusätzliche
leonard	leonard
italianos	italiener
mover	verschieben
may	may
impossível	unmöglich
clientes	kunden
aranha	spinne
anel	ring
hop	hop
instrumental	instrumental
con	con
rádios	radios
have	have
contando	zählen
viana	viana
formal	förmlichen
cedo	früh
marte	mars
convidados	gäste
iniciais	initialen
gosta	gefällt
batalhas	schlachten
cobre	kupfer
lúcio	lucius
ida	ida
commons	commons
equilíbrio	gleichgewicht
espiritual	spirituelle
camada	schicht
defensor	verteidiger
católicos	katholiken
morre	stirbt
morre	stirb
limpeza	reinigung
hip	hip
testamento	testament
avô	großvater
partículas	partikel
tribos	stämme
hipótese	hypothese
traduzido	übersetzt
democrata	demokrat
indústrias	industrien
fator	faktor
transformar	transformieren
illinois	illinois
mariana	mariana
gordon	gordon
santuário	schrein
cantar	singen
hard	hard
planejamento	planung
gray	gray
restauração	wiederherstellung
fugir	fliehen
impressão	eindruck
bloqueios	blockaden
confusão	verwirrung
now	now
dimensão	dimension
tensão	spannung
causas	ursachen
mhz	mhz
cordas	seile
when	when
assinado	unterzeichnet
receberam	erhielten
desafio	herausforderung
free	free
aço	stahl
alchemilla	alchemilla
leon	leon
vencedores	gewinner
concertos	konzerte
pontuação	score
pesca	angeln
cópia	kopie
produtora	produzentin
wild	wild
memórias	erinnerungen
precedente	präzedenzfall
pdf	pdf
joana	johanna
adversário	gegner
margarida	marguerite
estátua	statue
fire	fire
rolling	rolling
ernesto	ernesto
placa	platte
christopher	christopher
jornalismo	journalismus
recuperação	erholung
editado	bearbeitet
moore	moore
lake	lake
atuando	acting
gabinete	kabinett
estranho	seltsam
votações	abstimmungen
html	html
endereço	adresse
defendeu	verteidigte
milão	mailand
sintomas	symptome
álvaro	álvaro
let	let
perspectiva	perspektive
maddox	maddox
dama	dame
trio	trio
marcha	marsch
inspirado	inspiriert
composições	kompositionen
boys	boys
exercício	übung
exercício	ausübung
navegação	navigation
culturas	kulturen
citar	zitieren
manual	handbuch
clã	clan
var	var
progresso	fortschritt
dragão	drache
parede	wand
toneladas	tonnen
assume	übernimmt
combustível	kraftstoff
sic	sic
espero	hoffe
mecanismo	mechanismus
hitler	hitler
congo	kongo
norma	norm
europe	europe
profundidade	tiefe
substituição	ersatz
nobreza	adel
cão	hund
cadeira	stuhl
interpretar	interpretieren
over	over
ivan	ivan
françois	françois
old	old
explica	erklärt
restos	überreste
governos	regierungen
lesão	verletzung
combinação	kombination
dei	dei
vegetação	vegetation
hong	hong
monarquia	monarchie
batalhão	bataillon
vozes	stimmen
perseguição	verfolgung
veneza	venedig
asas	flügel
tradições	traditionen
comunicações	kommunikation
almirante	admiral
escritora	schriftstellerin
limitada	limitiert
caio	gaius
zagueiro	abwehrspieler
equação	gleichung
identificação	identifizierung
alfred	alfred
bolívia	bolivien
mello	mello
memorial	memorial
varia	variiert
vasconcelos	vasconcelos
enviar	senden
queen	queen
vinho	wein
carbono	kohlenstoff
virgem	jungfrau
borges	borges
aragão	aragon
away	away
mudo	stumm
sarah	sarah
olimpíadas	olympiade
napoleão	napoleon
bomba	bombe
dezenas	dutzende
dream	dream
just	just
companhias	firmen
escritório	büro
mini	mini
magia	magie
válido	gültig
postal	postkarte
quebra	bricht
treze	dreizehn
nicolau	nikolaus
place	place
administrativo	administrativen
segredo	geheimnis
della	della
decidir	entscheiden
fuga	flucht
vir	vir
finalidade	zweck
rick	rick
side	side
miami	miami
representado	vertreten
dragon	dragon
florianópolis	florianópolis
east	east
temperaturas	temperaturen
moon	moon
exposições	ausstellungen
deserto	wüste
bônus	bonus
construiu	baute
tênis	tennis
soma	summe
cem	hundert
pastor	pastor
aviação	luftfahrt
ventos	winde
candidatura	bewerbung
deusa	göttin
pobres	armen
irã	iran
manaus	manaus
escreve	schreibt
revelação	offenbarung
descreveu	beschrieb
patente	patent
causando	verursacht
filipinas	philippinen
reformas	reformen
anne	anne
batman	batman
afluente	zulauf
ocorreram	traten
manchester	manchester
acervo	besitzstand
torneios	turniere
libertação	freilassung
gilberto	gilberto
atribuído	zugewiesen
marina	marina
roteirista	drehbuchautor
automaticamente	automatisch
inspiração	inspiration
ucrânia	ukraine
especializada	spezialisiert
estrangeiro	ausland
condados	grafschaften
type	type
concílio	konzil
abuso	missbrauch
supostamente	angeblich
andy	andy
constantino	konstantin
moraes	moraes
marketing	marketing
raul	raul
some	some
variável	variable
ouvir	hören
perigo	gefahr
brilhante	brillant
bytes	bytes
constantemente	ständig
prorrogação	verlängerung
aprovado	genehmigt
cuidado	vorsicht
baixista	bassist
lutador	kämpfer
paralelo	parallel
equipamento	ausrüstung
visitantes	besucher
certamente	sicherlich
sydney	sydney
incluído	eingeschlossen
age	age
cientista	wissenschaftler
democrático	demokratisch
ohio	ohio
victoria	victoria
deriva	drift
acompanhado	begleitet
saga	saga
jerry	jerry
estúdios	studios
soluções	lösungen
vapor	dampf
pagamento	zahlung
acusado	angeklagt
virtude	tugend
cabelo	haare
tecnologias	technologien
companheiros	kameraden
encerramento	schließung
amaral	amaral
vieram	kamen
maestro	maestro
indonésia	indonesien
ruínas	ruinen
vencedora	gewinnerin
querer	wollen
marechal	marschall
aloe	aloe
instalado	installiert
coro	chor
aceitou	akzeptierte
parceiro	partner
particulares	privatpersonen
imperatriz	kaiserin
grammy	grammy
neve	schnee
mortes	todesfälle
publicidade	werbung
platina	platin
sporting	sporting
olhar	blick
dispositivo	gerät
presidentes	präsidenten
iniciar	starten
basílica	basilika
companheiro	kumpel
cidadão	bürger
sampaio	sampaio
perde	verliert
marcar	markieren
caro	teuer
raios	speichen
pablo	pablo
reality	reality
completar	vervollständigen
altar	altar
andrea	andrea
visível	sichtbar
jonathan	jonathan
colocando	indem
religiões	religionen
legislatura	wahlperiode
mencionado	erwähnt
pequim	peking
bispos	bischöfe
master	master
paraíso	paradies
lisa	lisa
reduzir	verringern
madonna	madonna
esr	esr
colonização	kolonisierung
muçulmanos	muslime
cirurgia	operation
proporção	anteil
hamilton	hamilton
lost	lost
sujeito	subjekt
heavy	heavy
personalidades	persönlichkeiten
fantasia	fantasie
preparação	zubereitung
ensaios	prüfungen
modos	modi
fabricante	hersteller
then	then
requisitos	anforderungen
post	post
ian	ian
aplicada	angewandte
seções	abschnitte
gales	wales
soldado	soldat
madalena	magdalena
esperar	warten
abordagem	ansatz
hit	hit
hit	treffer
básico	grundlegende
belga	belgier
bell	bell
wagner	wagner
planalto	plateau
tripulação	besatzung
identificar	identifizieren
benjamin	benjamin
wayne	wayne
civilização	zivilisation
alfabeto	alphabet
vereador	stadtrat
ciclismo	radfahren
líquido	flüssig
líquido	flüssigkeit
apoiar	unterstützen
jay	jay
merece	verdient
regente	regent
soviético	sowjetischen
secundário	sekundären
people	people
demo	demo
longitude	längengrad
toca	tippe
cabral	cabral
dispositivos	geräte
surgimento	entstehung
orlando	orlando
descendente	nachkomme
here	here
potter	potter
surgiram	entstanden
cortes	schnitte
cortes	kürzungen
montreal	montreal
vera	vera
módulo	modul
oliver	oliver
geraldo	geraldo
acusações	anschuldigungen
partiu	brach
predefinições	voreinstellungen
british	british
there	there
vilão	bösewicht
botânica	botanik
parecem	scheinen
elétrico	elektrisch
espiral	spirale
considerável	beträchtliche
vegas	vegas
jardins	gärten
jon	jon
cia	cia
hóquei	hockey
albuquerque	albuquerque
manifestações	demonstrationen
entregue	geliefert
experimental	experimentelle
pokémon	pokémon
watson	watson
entrega	lieferung
una	una
classificados	kleinanzeigen
cavalos	pferde
observar	beobachten
atração	attraktion
atração	anziehung
leo	leo
riqueza	reichtum
robin	robin
aparições	auftritte
only	only
adequado	angemessen
remover	entfernen
talento	talent
steven	steven
ross	ross
intensidade	intensität
aprender	lernen
goiânia	goiânia
integrar	integrieren
sério	ernst
angel	angel
eva	eva
provar	beweisen
exércitos	armeen
escultura	skulptur
áudio	audio
quadrados	quadrate
pesado	schwer
rapper	rapper
shift	shift
pio	pio
condenado	verurteilt
fechado	geschlossen
estatísticas	statistiken
limitado	begrenzt
repórter	reporter
mental	psychische
mesquita	moschee
barco	boot
russell	russell
roupa	kleidung
roupa	kleider
rossi	rossi
objectivo	zielsetzung
sozinho	allein
sozinho	alleine
explicação	erläuterung
mostrado	angezeigt
infinito	unendlich
privado	privat
carmo	carmo
seminário	seminar
marrocos	marokko
leitor	leser
harris	harris
penal	strafrechtlichen
luísa	luise
bancos	banken
eds	eds
gado	vieh
thiago	thiago
opcional	optional
filtro	filter
estágio	praktikum
perry	perry
duquesa	herzogin
row	row
guy	guy
organizar	organisieren
teclados	tastaturen
tornado	tornado
biologia	biologie
assassinado	ermordet
creditado	gutgeschrieben
linux	linux
colunas	spalten
diálogo	dialog
toledo	toledo
nasa	nasa
brito	brito
artur	artur
sofre	leidet
cai	fällt
colorado	colorado
pensilvânia	pennsylvania
cooperação	zusammenarbeit
variáveis	variablen
cérebro	gehirn
arquidiocese	erzdiözese
olá	hallo
amante	liebhaber
avaliar	bewerten
benfica	benfica
stanley	stanley
exílio	exil
aumenta	erhöht
conexão	verbindung
documentação	dokumentation
síndrome	syndrom
gene	gene
luciano	luciano
radiação	strahlung
fórum	forum
ultimate	ultimate
anjo	engel
afro	afro
positivo	positiv
holandês	niederländisch
furacão	hurrikan
jun	jun
nba	nba
compreensão	verständnis
carlo	carlo
milton	milton
eddie	eddie
lula	lula
sant	sant
toma	nimmt
cineasta	filmemacher
impostos	steuern
fabricação	herstellung
never	never
god	god
inferno	hölle
abre	öffne
preferência	präferenz
investimentos	investitionen
golden	golden
dario	dario
previsto	vorgesehen
oferta	angebot
confirmou	bestätigte
paisagem	landschaft
stewart	stewart
onu	uno
comprar	kaufen
esquema	schema
forçado	erzwungen
silent	silent
gerar	erzeugen
apresentadora	moderatorin
nogueira	nogueira
prússia	preußen
sock	sock
cálculo	berechnung
créditos	forderungen
sábado	samstag
donald	donald
barreto	barreto
normandia	normandie
rebeldes	rebellen
subespécie	unterart
disposição	anordnung
explosão	explosion
atlas	atlas
laranja	orange
registrado	registriert
quarenta	vierzig
otto	otto
seguro	versicherung
preços	preise
descrever	beschreiben
constantes	konstanten
town	town
delta	delta
kennedy	kennedy
adição	zusatz
figueiredo	figueiredo
sagrado	heilig
amador	amateur
raiz	wurzel
concessão	gewährung
braços	arme
célula	zelle
marcus	marcus
substância	substanz
sétima	siebte
empregados	angestellte
associações	verbände
sofrer	leiden
domínios	domains
domínios	bereichen
segmento	segment
confirmado	bestätigt
henri	henri
otomano	osmanischen
arts	arts
continuidade	kontinuität
mapas	karten
newton	newton
atp	atp
ovos	eier
coutinho	coutinho
corrupção	korruption
praga	prag
inácio	ignatius
monarca	monarch
virgínia	virginia
triângulo	dreieck
embaixador	botschafter
blocos	blöcke
resumo	zusammenfassung
negociações	verhandlungen
pão	brot
roll	roll
marcação	kennzeichnung
vingança	rache
divino	göttlich
fernanda	fernanda
gary	gary
acreditava	glaubte
continuação	fortsetzung
massachusetts	massachusetts
reprodução	wiedergabe
abriga	beherbergt
rap	rap
vazio	leer
jordan	jordan
century	century
box	box
unesco	unesco
contribuir	beitragen
orig	orig
coordenação	koordinierung
viajou	reiste
permissão	erlaubnis
argélia	algerien
prisioneiros	gefangene
artificial	künstliche
claude	claude
placas	platten
marc	marc
infante	infante
câmera	kamera
atualização	aktualisierung
atualização	update
falou	sprach
instruções	anweisungen
interação	interaktion
concepção	gestaltung
horror	horror
lorena	lothringen
take	take
baiano	baiano
lutou	kämpfte
implementação	umsetzung
rosário	rosenkranz
iso	iso
aquisição	erwerb
xbox	xbox
lawrence	lawrence
antecessor	vorgänger
franklin	franklin
viúva	witwe
setores	sektoren
adicionar	hinzufügen
contribuiu	beigetragen
sky	sky
mel	honig
alias	alias
barry	barry
formiga	ameise
cauda	schwanz
leal	loyal
ibérica	iberischen
antiguidade	antike
sentimentos	gefühle
perfeito	perfekt
interpreta	interpretiert
discografia	diskografie
pertencia	gehörte
variedades	sorten
dentes	zähne
trajetória	flugbahn
executado	hingerichtet
diana	diana
franz	franz
adotado	adoptiert
est	est
racing	racing
wright	wright
cirílico	kyrillisch
rogério	rogério
incidente	vorfall
ética	ethik
cura	heilung
alegria	freude
ocupado	beschäftigt
austin	austin
alexandria	alexandria
bros	bros
preocupação	besorgnis
estreito	engem
conversa	gespräch
deixado	gelassen
buscar	abzuholen
freire	freire
conquistas	errungenschaften
passagens	passagen
canta	singt
morreram	starben
entrevistas	interviews
morgan	morgan
sacerdote	priester
vender	verkaufen
essencial	wesentlichen
típico	typisch
vidro	glas
mega	mega
alagoas	alagoas
voluntários	freiwillige
estocolmo	stockholm
pensa	denkt
cita	zitiert
earth	earth
usina	kraftwerk
necessariamente	unbedingt
carter	carter
variante	variante
gregório	gregor
genética	genetische
declínio	rückgang
camadas	schichten
rangers	rangers
camargo	camargo
reta	geraden
esperado	erwartete
esperado	erwartet
basquetebol	basketball
entendi	verstanden
postos	posten
cachoeira	wasserfall
surpresa	überraschung
kid	kid
cabe	paßt
herbert	herbert
moedas	währungen
afluentes	nebenflüsse
coadjuvante	entkräftung
borgonha	burgund
radical	radikalen
roy	roy
luxemburgo	luxemburg
inteligente	intelligent
incluiu	umfasste
beatriz	beatriz
inédita	beispiellose
pontes	brücken
relógio	uhr
mediterrâneo	mittelmeer
monstro	monster
macedo	macedo
law	law
jonas	jonas
executar	ausführen
dean	dean
armando	armando
phil	phil
pernas	beine
fome	hunger
inscrição	eintragung
inscrição	anmeldung
larry	larry
auxílio	beihilfe
diversidade	vielfalt
pura	reine
introduzido	eingegeben
concedido	bewilligt
arcos	bögen
veiga	veiga
usp	usp
milhas	meilen
baptista	baptista
respostas	antworten
ativos	vermögenswerte
bernard	bernard
festivais	festivals
respondeu	antwortete
wars	wars
ken	ken
vladimir	wladimir
anglo	anglo
parâmetros	parameter
teles	teles
quilómetros	kilometer
residências	residenzen
lembrar	erinnern
official	official
milho	mais
agostinho	augustinus
prado	wiese
proteínas	proteine
getúlio	getúlio
massacre	massaker
romances	romane
atlanta	atlanta
bond	bond
apple	apple
guerreiro	krieger
fortuna	vermögen
heroísmo	heldentum
janela	fenster
sonic	sonic
days	days
blood	blood
menezes	menezes
captura	fang
raw	raw
sonhos	träume
nazista	nazi
adulto	erwachsener
russos	russen
corrigir	korrigieren
rodas	räder
reservas	reservierung
substâncias	stoffe
cães	hunde
coral	korallen
uai	isu
sente	spürt
sente	fühlt
marciais	martial
return	return
isaac	isaak
herança	erbe
compositores	komponisten
mauro	mauro
guarani	guarani
regina	regina
márcio	martius
inter	inter
fiel	treu
persa	persisch
observações	bemerkungen
lazer	freizeit
fátima	fatima
ocorrência	vorkommen
jacob	jacob
propôs	vorgeschlagen
wood	wood
representada	vertreten
vistos	visa
recorrente	klägerin
decidiram	beschlossen
adriano	adriano
rob	rob
oportunidades	chancen
oportunidades	möglichkeiten
tecidos	gewebe
diretoria	vorstand
elevação	heben
but	but
recordes	rekorde
futsal	futsal
dominante	beherrschenden
conversão	umwandlung
case	case
selvagens	wilden
adams	adams
again	again
distinção	unterscheidung
nevada	nevada
